inci_name,id,potency_tier,time_of_day,barrier_tax_score,sun_sensitivity
hydroxysteariclinolenicoleic polyglycerides,618,1,ANY,0,False
ricinus communis castor seed oil,619,1,ANY,0,False
polyhydroxystearic acid,620,1,ANY,0,False
agave tequilana leaf extract,621,1,ANY,0,False
cocos nucifera coconut oil,622,1,ANY,0,False
helianthus annuus sunflower seed wax,623,1,ANY,0,False
hydrogenated castor oil,624,1,ANY,0,False
copernicia cerifera carnauba wax,625,1,ANY,0,False
aloe barbadensis leaf extract,626,1,ANY,0,False
salix alba white willow bark extract,627,1,ANY,0,False
taraxacum officinalis wild dandelion flower extract,628,1,ANY,0,False
stevia rebaudiana leafstem extract,629,1,ANY,0,False
citrus lemon peel oil,630,1,ANY,0,True
rosa damascena flower oil,631,1,ANY,0,False
polyglyceryl-4 caprate,632,1,ANY,0,False
polyglyceryl-6 caprylate,633,1,ANY,0,False
melaleuca alternifolia tea tree leaf oil,634,1,ANY,0,False
gardenia florida fruit extract,635,1,ANY,0,False
phyllostachys bambusoides extract,636,1,ANY,0,False
sclerocarya birrea marula kernel oil,637,1,ANY,0,False
tremella fuciformis sporocarp mushroom extract,638,1,ANY,0,False
rosa damascena flower water,639,1,ANY,0,False
beta sitosterol,640,1,ANY,0,False
hamamelis virginiana witch hazel leaf extract,641,1,ANY,0,False
centella asiatica extract,642,1,ANY,0,False
borago officinalis seed oil,643,1,ANY,0,False
ribes nigrum black currant seed oil,644,1,ANY,0,False
brassica campestris rapeseed seed oil,645,1,ANY,0,False
santalum austrocaledonicum wood oil,646,1,ANY,0,False
levisticum officinale oil,647,1,ANY,0,False
boswellia carterii gum extract,648,1,ANY,0,False
tocotrienols,649,1,ANY,0,False
althaea officinalis leaf extract,650,1,ANY,0,False
melissa officinalis leaf extract,651,1,ANY,0,False
vaccinium myrtillus leaf extract,652,1,ANY,0,False
squalene,653,1,ANY,0,False
disodium cocoyl glutamate,655,1,ANY,0,False
coconut acid,656,1,ANY,0,False
alanyl glutamine,658,1,ANY,0,False
oligopeptide-177,659,1,ANY,0,False
sisymbrium irio seed oil,660,1,ANY,0,False
argania spinosa kernel oil,661,1,ANY,0,False
ethyl oleate,662,1,ANY,0,False
polyglyceryl-4 oleate,663,1,ANY,0,False
zinc pca,665,1,ANY,0,False
palmitoyl tripeptide-8,666,1,ANY,0,False
propylene glycol,667,1,ANY,0,False
hydrogenated phosphatidylcholine,668,1,ANY,0,False
sorbitol,669,1,ANY,0,False
sodium carbomer,670,1,ANY,0,False
glycine soja soybean protein,671,1,ANY,0,False
glycine,672,1,ANY,0,False
lysine,673,1,ANY,0,False
oleic acid,674,1,ANY,0,False
scenedesmus rubescens extract,675,1,ANY,0,False
sodium dextran sulfate,676,1,ANY,0,False
brassica alba oil,677,1,ANY,0,False
maris aquasea watereau de mer,679,1,ANY,0,False
sodium acrylates copolymer,680,1,ANY,0,False
cellulose,681,1,ANY,0,False
ethylhexyl polyhydroxystearate,682,1,ANY,0,False
oryza sativa rice bran oil,683,1,ANY,0,False
hydrolyzed adansonia digitata extract,684,1,ANY,0,False
porphyridium cruentum extract,685,1,ANY,0,False
phragmites communis extract,686,1,ANY,0,False
poria cocos extract,687,1,ANY,0,False
backhousia citriodora leaf extract,688,1,ANY,0,False
epigallocatechin gallatyl glucoside,689,1,ANY,0,False
c10-18 triglycerides,690,1,ANY,0,False
dicaprylyl ether,691,1,ANY,0,False
glyceryl stearate citrate,692,1,ANY,0,False
olusvegetable oilhuile vgtale,693,1,ANY,0,False
nigella sativa seed oil,694,1,ANY,0,False
candelilla ceraeuphorbia cerifera candelilla waxcire de candelilla,695,1,ANY,0,False
totarol,696,1,ANY,0,False
resveratrol,697,1,ANY,0,False
ascorbyl tetraisopalmitate,698,1,ANY,0,False
maltitol,699,1,ANY,0,False
leontopodium alpinum callus culture extract,700,1,ANY,0,False
xylitylglucoside,701,1,ANY,0,False
anhydroxylitol,702,1,ANY,0,False
xylitol,703,1,ANY,0,False
punica granatum extract,704,1,ANY,0,False
hydrogenated vegetable glycerides,705,1,ANY,0,False
terminalia arjuna extract,706,1,ANY,0,False
centella asiatica flowerleafstem extract,707,1,ANY,0,False
c12-16 alcohols,708,1,ANY,0,False
caesalpinia spinosa gum,709,1,ANY,0,False
o-cymen- 5-ol,710,1,ANY,0,False
panax ginseng root extract,711,1,ANY,0,False
punica granatum pomegranate fruit extract,712,1,ANY,0,False
wine,713,1,ANY,0,False
lactobacilluswasabia japonica root ferment extract,714,1,ANY,0,False
paeonia lactiflora root extract,715,1,ANY,0,False
papain,716,1,ANY,0,False
colloidal silver,717,1,ANY,0,False
hamamelis virginiana witch hazel extract,718,1,ANY,0,False
chondrus crispus powder,719,1,ANY,0,False
hydrolyzed collagen,720,1,ANY,0,False
glucomannan,721,1,ANY,0,False
pearl powder,722,1,ANY,0,False
potassium chloride,724,1,ANY,0,False
potassium citrate,725,1,ANY,0,False
saccharide isomerate,727,1,ANY,0,False
dimethiconephenyl vinyl dimethicone crosspolymer,728,1,ANY,0,False
disodium laureth sulfosuccinate,729,1,ANY,0,False
sodium lauroamphoacetate,732,1,ANY,0,False
sodium methyl cocoyl taurate,733,1,ANY,0,False
zingiber officinale ginger root extract,736,1,ANY,0,False
100 brazilian rose quartz,737,1,ANY,0,False
butyleneethylene styrene copolymer,739,1,ANY,0,False
tripeptide-1,740,1,ANY,0,False
silica dimethyl silylate,741,1,ANY,0,False
dipotassium glycyrrhizinate,742,1,ANY,0,False
sucralose,743,1,ANY,0,False
methyl nicotinate,744,1,ANY,0,False
natural flavors,745,1,ANY,0,False
iron oxides,746,1,ANY,0,False
lauryl dimethiconepolyglycerin-3 crosspolymer,747,1,ANY,0,False
hydroxyacetophenone,748,1,ANY,0,False
astrocaryum murumuru seed butter,749,1,ANY,0,False
sodium metabisulfite,750,1,ANY,0,False
helianthus annuus sunflower seed oil unsaponifiables,751,1,ANY,0,False
bis-peg-18 methyl ether dimethyl silane,752,1,ANY,0,False
beeswax cera alba,753,1,ANY,0,False
peg-10 dimethicone,754,1,ANY,0,False
peg-10 rapeseed sterol,755,1,ANY,0,False
polygonum cuspidatum root extract,756,1,ANY,0,False
scutellaria baicalensis root extract,757,1,ANY,0,False
diphenyl dimethicone,758,1,ANY,0,False
hydrolyzed agastache rugosa extract,759,1,ANY,0,False
citrus limon lemon peel oil,760,1,ANY,0,True
cananga odorata flower oil,761,1,ANY,0,False
melia azadirachita leaf extract,762,1,ANY,0,False
cocyl arginine amide,764,1,ANY,0,False
myristoyl tetrapeptide-13,765,1,ANY,0,False
myristoyl,766,1,ANY,0,False
hexapeptide-23,767,1,ANY,0,False
syringa vulgaris lilac extract,768,1,ANY,0,False
pelargonium graveolens flower essential oil,769,1,ANY,0,False
lavandula angustifolia lavender essential oil,770,1,ANY,0,False
guar hydroxypropyltrimonium chloride,771,1,ANY,0,False
cymbopogon schoenanthus essential oil,772,1,ANY,0,False
cedrus atlantica bark cedarwood essential oil,773,1,ANY,0,False
simethicone,774,1,ANY,0,False
urea,775,1,ANY,0,False
achillea millefolium extract,777,1,ANY,0,False
alchemilla vulgaris extract,778,1,ANY,0,False
malva sylvestris mallow extract,779,1,ANY,0,False
mentha piperita peppermint leaf extract,780,1,ANY,0,False
primula veris extract,781,1,ANY,0,False
veronica officinalis extract,782,1,ANY,0,False
epilobium angustifolium flowerleafstem extract,783,1,ANY,0,False
larix europaea wood extract,784,1,ANY,0,False
eriobotrya japonica leaf extract,785,1,ANY,0,False
glyceryl polyacrylate,786,1,ANY,0,False
zinc chloride,787,1,ANY,0,False
ethylhexyl stearate,788,1,ANY,0,False
theobroma cacao cocoa seed butter propanediol,789,1,ANY,0,False
dimethicone peg-7 isostearate,790,1,ANY,0,False
prunus amygdalus dulcis sweet almond seed extract,791,1,ANY,0,False
sorghum bicolor stalk juice,792,1,ANY,0,False
spilanthes acmella flower extract,793,1,ANY,0,False
sodium polystyrene sulfonate,794,1,ANY,0,False
xymenynic acid,795,1,ANY,0,False
polyacrylamide,796,1,ANY,0,False
tartaric acid,797,1,ANY,0,True
c13-14 isoparaffin,798,1,ANY,0,False
steareth-10,799,1,ANY,0,False
laureth-7,800,1,ANY,0,False
steareth-20k,801,1,ANY,0,False
camelina sativa seed oil,803,1,ANY,0,False
spilanthes acmella flower bud extract,804,1,ANY,0,False
farnesol,805,1,ANY,0,False
leontopodium alpinum meristem cell culture,807,1,ANY,0,False
amorphophallus konjac root powder,808,1,ANY,0,False
commiphora mukul resin extract,809,1,ANY,0,False
palmitoyl tripeptide-28,810,1,ANY,0,False
trihydroxystearin,811,1,ANY,0,False
myristoyl hexapeptide-23,812,1,ANY,0,False
bis-diglyceryl polyacyladipate-2,813,1,ANY,0,False
capryliccapricmyristicstearic triglyceride,814,1,ANY,0,False
neopentyl glycol dicaprylatedicaprate,815,1,ANY,0,False
tridecyl stearate,816,1,ANY,0,False
ethyl macadamiate,817,1,ANY,0,False
paraffin,818,1,ANY,0,False
tridecyl trimellitate,821,1,ANY,0,False
dipeptide diaminobutyroyl benzylamide diacetate,822,1,ANY,0,False
portulaca oleracea extract,823,1,ANY,0,False
hamamelis virginiana extract,825,1,ANY,0,False
aloe yohjyu matsu ekisu,826,1,ANY,0,False
diazolidinyl urea,827,1,ANY,0,False
iodopropynyl butylcarbamate,828,1,ANY,0,False
parfum,829,1,ANY,0,False
methl trimethicone,830,1,ANY,0,False
malakite extract,831,1,ANY,0,False
pentaerythrityl tetraethylhexanoate,832,1,ANY,0,False
pegppgpolybutylene glycol-853 glycerin,833,1,ANY,0,False
alchemilla vulgaris leaf extract,834,1,ANY,0,False
equisetum arvense leaf extract,835,1,ANY,0,False
stellaria media chickweed extract,836,1,ANY,0,False
urtica dioica nettle leaf extract,837,1,ANY,0,False
nepeta cataria extract,838,1,ANY,0,False
baptisia tinctoria root extract,839,1,ANY,0,False
dimethiconol,840,1,ANY,0,False
sodium acrylateacryloyldimethyltauratedimethylacrylamide crosspolymer,841,1,ANY,0,False
phenl trimethicone,842,1,ANY,0,False
pentaerythrityl tetraisostearate,843,1,ANY,0,False
triethylhexanoin,844,1,ANY,0,False
macadamia ternifolia seed oil,845,1,ANY,0,False
peg-150,846,1,ANY,0,False
c14-22 alcohols,847,1,ANY,0,False
arachidyl glucoside,848,1,ANY,0,False
trisodium edta,849,1,ANY,0,False
caprylyl trimethicone,850,1,ANY,0,False
hditrimethylol hexyllactone crosspolymer,851,1,ANY,0,False
sucrose polystearate,852,1,ANY,0,False
pca dimethicone,853,1,ANY,0,False
centella asiatica leaf extract,854,1,ANY,0,False
viola tricolor extract,855,1,ANY,0,False
rosa damascena flower extract,856,1,ANY,0,False
spiraea ulmaria flower extract,857,1,ANY,0,False
althaea officinalis root extract,858,1,ANY,0,False
achillea millefolium flower extract,859,1,ANY,0,False
symphytum officinale leaf extract,860,1,ANY,0,False
trifolium pratense clover flower extract,861,1,ANY,0,False
menyanthes trifoliata leaf extract,862,1,ANY,0,False
salix alba willow bark extract,863,1,ANY,0,False
glycereth-20,864,1,ANY,0,False
c12-20 alkyl gucoside,865,1,ANY,0,False
hydroxyethyl acrylatesodium acryloyldimethyl taurate copolymwer,866,1,ANY,0,False
rosamarinus officinalis rosemary leaf oil,867,1,ANY,0,False
pelargonium graveolens flower oil,868,1,ANY,0,False
citrannellol,869,1,ANY,0,False
diisostearyl malate,870,1,ANY,0,False
synthetic wax,872,1,ANY,0,False
microcrystalline wax,873,1,ANY,0,False
madecassoside,874,1,ANY,0,False
ethylenepropylene copolymer,875,1,ANY,0,False
cetyl ethylhexanoate,876,1,ANY,0,False
peg-20 glyceryl triisostearate,877,1,ANY,0,False
peg-10 isostearate,878,1,ANY,0,False
polyethylene,879,1,ANY,0,False
sorbitan sesquioleate,880,1,ANY,0,False
citrus aurantium bergamia bergamot fruit oil,881,1,ANY,0,True
juniperus mexicana oil,882,1,ANY,0,False
lavandula hybrida oil,883,1,ANY,0,False
mentha arvensis leaf oil,884,1,ANY,0,False
mentha viridis spearmint leaf oil,885,1,ANY,0,False
myristica fragrans nutmeg extract,886,1,ANY,0,False
citrus aurantifolia lime oil,887,1,ANY,0,True
methylpropanediol,888,1,ANY,0,False
nelumbo nucifera flower extract,889,1,ANY,0,False
trehalose,890,1,ANY,0,False
hydrolyzed hyaluronic acid,891,1,ANY,0,False
hydroxypropyltrimonium hyaluronate,892,1,ANY,0,False
sodium hyaluronate crosspolymer,893,1,ANY,0,False
glycine soja soybean oil,894,1,ANY,0,False
daucus carota sativa carrot seed oil,896,1,ANY,0,False
daucus carota sativa carrot root extract,897,1,ANY,0,False
salicornia herbacea extract,898,1,ANY,0,False
rosmarinus officinalis rosemary leaf oil,899,1,ANY,0,False
adansonia digitata baobab seed extract,900,1,ANY,0,False
lonicera caprifolium honeysuckle flower extract,901,1,ANY,0,False
vitis vinifera grape vine sap,902,1,ANY,0,False
hydroxypropyl cyclodextrin,903,1,ANY,0,False
peg-60 hydrogenated castor oil,904,1,ANY,0,False
glyceryl acrylateacrylic acid copolymer,905,1,ANY,0,False
glycereth-26,906,1,ANY,0,False
phenyl trimethicone,907,1,ANY,0,False
pegppg-176 copolymer,908,1,ANY,0,False
polyglutamic acid,909,1,ANY,0,False
malachite extract,910,1,ANY,0,False
polyglycerin-3,911,1,ANY,0,False
peg-240hdi copolymer bis-decyltetradecet-20 ether,912,1,ANY,0,False
polymethylsilsequioxane,913,1,ANY,0,False
calluna vulgaris extract,914,1,ANY,0,False
dispacus sylvestris extract,915,1,ANY,0,False
crysanthemum parthenium feverfew extract,916,1,ANY,0,False
avena sative oat kernel extract,917,1,ANY,0,False
malt extract,918,1,ANY,0,False
triticum vulgare wheat sprout extract,919,1,ANY,0,False
urticadioicia nettle leaf extract,920,1,ANY,0,False
simmondsia chinesis jojoba seed oil,921,1,ANY,0,False
curcuma longa tumeric root extract,922,1,ANY,0,False
linalool napiers original formula napiers aqua formula fragrances,923,1,ANY,0,False
potassium cocoyl glycinate,924,1,ANY,0,False
potassium cocoate,926,1,ANY,0,False
lauramidopropyl betaine,927,1,ANY,0,False
glyceryl oleate,928,1,ANY,0,False
tetrasodium edta,929,1,ANY,0,False
acrylatespolytrimethylsiloxymethacrylate copolymer,930,1,ANY,0,False
benzotriazolyl dodecyl p-cresol,931,1,ANY,0,False
inulin lauryl carbamate,932,1,ANY,0,False
sodium acrylatesodium acryloyldimethyl taurate copolymer,933,1,ANY,0,False
lonicera japonica honeysuckle flower extract,934,1,ANY,0,False
morinda citrifolia fruit extract,935,1,ANY,0,False
lactobacillus soybean ferment extract,936,1,ANY,0,False
saccharomyces potato extract ferment filtrate,937,1,ANY,0,False
saccharomyces barley seed ferment filtrate,938,1,ANY,0,False
octyldodeceth 16,939,1,ANY,0,False
theobroma grandiflorum seed butter,940,1,ANY,0,False
glycolipids,941,1,ANY,0,False
caprylic capric triglyceride,942,1,ANY,0,False
cyclohexasiloxane,944,1,ANY,0,False
stearyl alcohol,945,1,ANY,0,False
peg-40 stearate,946,1,ANY,0,False
saccharomycesviscum album mistletoe ferment extract,947,1,ANY,0,False
saccharomycesimperata cylindrica root ferment extract,949,1,ANY,0,False
ceteayl olivate,950,1,ANY,0,False
poncirus trifoliata fruit extract,951,1,ANY,0,False
thuja occidentalis leaf extract,952,1,ANY,0,False
chelidonium majus extract,953,1,ANY,0,False
hydroxyethylpiperazine ethane sulfonic acid,954,1,ANY,0,False
glycosyl trehalose,955,1,ANY,0,False
citronnellol,956,1,ANY,0,False
citrua aurantifolia lime oil,957,1,ANY,0,False
parfum fragrance,958,1,ANY,0,False
sorbitan trioleate,959,1,ANY,0,False
apium graveolens celery seed extract,960,1,ANY,0,False
sphingolipids,961,1,ANY,0,False
sphingomonas ferment extract,962,1,ANY,0,False
linum usitatissimum linseed seed extract,963,1,ANY,0,False
pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate,964,1,ANY,0,False
ci 77007 ultramarines,965,1,ANY,0,False
peg-40 sorbitan peroleate,966,1,ANY,0,False
ci 77499 iron oxides,967,1,ANY,0,False
ci 77491 iron oxides,968,1,ANY,0,False
opuntia coccinellifera flower extract,969,1,ANY,0,False
ci 77891 titanium dioxide,970,2,AM,0,False
trisodium ethylenediamine disuccinate,971,1,ANY,0,False
prunus domestica seed oil,972,1,ANY,0,False
ci 77510 ferric ferrocyanide,973,1,ANY,0,False
citrus junos fruit extract,974,1,ANY,0,True
sea silt,975,1,ANY,0,False
ci 77288 chromium oxide greens,976,1,ANY,0,False
peg-120 methyl glucose dioleate,977,1,ANY,0,False
polyquaternium-22,978,1,ANY,0,False
isoamyl laurate,979,1,ANY,0,False
euterpe oleracea sterols,980,1,ANY,0,False
linolenic acid,981,1,ANY,0,False
ethyl linoleate,982,1,ANY,0,False
isoamyl cocoate,983,1,ANY,0,False
sorbitan palmitate,984,1,ANY,0,False
astaxanthin,985,1,ANY,0,False
lespedeza capitata leafstem extract,986,1,ANY,0,False
chrondrus crispus extract,988,1,ANY,0,False
glycine soja soybean sterols,989,1,ANY,0,False
lechithin,990,1,ANY,0,False
lepidium sativum sprout extract,991,1,ANY,0,False
chondrus crispus extract,992,1,ANY,0,False
malus domestica fruit cell culture extract,993,1,ANY,0,False
lycium barbarum goji fruit extract,994,1,ANY,0,False
lycopene,995,1,ANY,0,False
vitis vinifera grape skin extract,996,1,ANY,0,False
ethyl lauroyl arginate hcl,997,1,ANY,0,False
methyl dihydroabietate,998,1,ANY,0,False
nymphaea alba flower extract,999,1,ANY,0,False
ethyl ferulate,1000,1,ANY,0,False
sodium palmitoyl proline,1001,1,ANY,0,False
polyglyceryl-2 caprate,1002,1,ANY,0,False
hydrogenated farnesene,1003,1,ANY,0,False
polyglyceryl-2 sesquioleate,1004,1,ANY,0,False
rosa moschata seed,1005,1,ANY,0,False
oil,1006,1,ANY,0,False
avena sativa oat kernel oil,1007,1,ANY,0,False
oenothera biennis,1008,1,ANY,0,False
evening primrose oil,1009,1,ANY,0,False
rosmarinus officinalis rosemary,1010,1,ANY,0,False
leaf extract,1011,1,ANY,0,False
anthemis nobilis flower oil,1012,1,ANY,0,False
helianthus,1013,1,ANY,0,False
annuus sunflower seed oil,1014,1,ANY,0,False
lentinus edodes mycelium extract,1015,1,ANY,0,False
cucumis sativus cucumber fruit water,1016,1,ANY,0,False
betaine salicylate,1017,1,ANY,0,False
microcitrus australasica fruit extract,1018,1,ANY,0,True
rosmarinus officinalis rosemary leaf water,1019,1,ANY,0,False
melissa officinalis leaf oil,1021,1,ANY,0,False
amber powder,1022,1,ANY,0,False
pelargonium graveolens oil,1023,1,ANY,0,False
cocamidopropyl hydroxysultaine,1024,1,ANY,0,False
disodium coco-glucoside citrate,1025,1,ANY,0,False
cocoyl proline,1026,1,ANY,0,False
moringa oleifera leaf extract,1027,1,ANY,0,False
cymbopogon schoenanthus oil,1028,1,ANY,0,False
salvia sclarea clary oil,1029,1,ANY,0,False
hydrolyzed pea protein,1030,1,ANY,0,False
caramel,1031,1,ANY,0,False
ectoin,1032,1,ANY,0,False
copper pca,1034,1,ANY,0,False
sodium polyglutamate,1035,1,ANY,0,False
passiflora incarnata flower extract,1036,1,ANY,0,False
squalane oil,1037,1,ANY,0,False
lactobacilluslemon peel ferment extract,1038,1,ANY,0,True
iron oxide ci 77491,1039,1,ANY,0,False
hydroxysteariclinoleicoleic polyglycerides,1040,1,ANY,0,False
myristicpalmiticstearicricinoleiceicosanedioic glycerides,1041,1,ANY,0,False
glyceryl undecylenate,1042,1,ANY,0,False
rosa damascena flower wax,1043,1,ANY,0,False
sucrose stearate,1044,1,ANY,0,False
polymnia sonchifolia root juice,1045,1,ANY,0,False
sambucus nigra fruit extract,1046,1,ANY,0,False
lactobacillus,1047,1,ANY,0,False
ipomoea batatas root extract,1048,1,ANY,0,False
sucrose palmitate,1049,1,ANY,0,False
retinal,1050,5,PM,4,True
crocus sativus stigma extract,1051,1,ANY,0,False
pseudozyma epicolaevening primrose oil ferment extract,1052,1,ANY,0,False
hydroxyapatite,1053,1,ANY,0,False
polyglyceryl-10 laurate,1054,1,ANY,0,False
glyceryl citratelactatelinoleateoleate,1055,1,ANY,0,False
citrus nobilis mandarin orange peel oil,1056,1,ANY,0,True
polyglyceryl-4 cocoate,1057,1,ANY,0,False
polyglyceryl-3 caprate,1058,1,ANY,0,False
ppg-2 myristyl ether propionate,1059,1,ANY,0,False
epilobium angustifolium extract,1060,1,ANY,0,False
yeast extractfaexextrait de levure,1061,1,ANY,0,False
citrus grandis grapefruit peel oil,1062,1,ANY,0,True
methyl glucose sesquistearate,1063,1,ANY,0,False
pelargonium graveolens geranium flower oil,1064,1,ANY,0,False
peg-20 methyl glucose sesquistearate,1065,1,ANY,0,False
c12-15 alkyl ethylhexanoate,1066,1,ANY,0,False
acrylates copolymer,1067,1,ANY,0,False
phytantriol,1068,1,ANY,0,False
rhodochrosite extract,1069,1,ANY,0,False
trisiloxane,1070,1,ANY,0,False
spinacia oleracea spinach leaf extract,1071,1,ANY,0,False
folic acid,1073,1,ANY,0,False
pyridoxine dipalmitate,1074,1,ANY,0,False
cyanocobalamin,1075,1,ANY,0,False
aleurites moluccana kukui seed oil,1076,1,ANY,0,False
myristyl myristate,1077,1,ANY,0,False
cetyl phosphate,1078,1,ANY,0,False
polyperfluoromethylisopropyl ether,1079,1,ANY,0,False
coriandrum sativum coriander seed oil,1080,1,ANY,0,False
rosa canina rose fruit oil,1081,1,ANY,0,False
elettaria cardamomum cardamom,1082,1,ANY,0,False
lavandula angustifolia lavender,1083,1,ANY,0,False
jasminum officinale jasmine,1084,1,ANY,0,False
myristyl laurate,1085,1,ANY,0,False
sodium acrylatesacrylonitrogens copolymer,1086,1,ANY,0,False
propylene glycol stearate,1087,1,ANY,0,False
myristyl alcohol,1088,1,ANY,0,False
propylene glycol laurate,1089,1,ANY,0,False
phenoxyethanol iln38467,1090,1,ANY,0,False
peg-4 diheptanoate,1091,1,ANY,0,False
